county,fips,enroll,ma,om,dual,a75,a85,ffs_benes,nh_fac,nh_bed,nh_res,sl_bed,mc_bed,alf_bed,alf_fac,mc_fac,sl_fac,pch_bed,pch_fac,ma_pct,dual_pct,enroll_p,a75_p,g5_enroll,g5_a75,avg_age,feml_pct,wht_pct,blk_pct,hsp_pct,pc,pc_std,tot_amt,ip_pct,ip_stays,ip_days,ip_per_user,readmit,er,er_pct,op_pct,op_visits,snf_pct,snf_stays,snf_days,snf_per_user,irf_pct,irf_stays,ltch_pct,ltch_stays,hh_pct,hh_eps,hh_visits,hh_per_user,hospc_pct,hospc_stays,hospc_days,em_pct,em_events,dme_pct,dme_events,tests_pct,imgng_pct,fqhc_pct,fqhc_visits,amblnc_pct,amblnc_events,pc_ip,pc_op,pc_asc,pc_snf,pc_irf,pc_ltch,pc_hh,pc_hospc,pc_em,pc_prcdrs,pc_tests,pc_imgng,pc_dme,pc_op_dlys,pc_fqhc_rhc,pc_amblnc,pc_trtmnts,home_pc,acute_pc,inst_pc,eol_pc,sl_per1k,nh_per1k,per_bed,mc_share,nh_occ,bed_gap
Harris,48201,650590,391222,259368,99671,248585,57951,185604,97,11621,8125.4,11450,3195,8255,276,110,276,0,0,0.6013,0.1532,562967,193355,0.1556,0.2856,73.0,0.5443,0.6623,0.1201,0.1296,16513.9,15238.52,3065044987.0,0.1432,237.6888,1334.9281,32547.06,0.1925,573.6891,0.283,0.5911,4079.605,0.0257,35.4626,925.8206,20014.7,0.0259,32.1706,0.0029,3.2057,0.0888,420.8099,3533.3506,8724.78,0.0315,34.0941,2946.402,0.8737,18593.387,0.2446,1465.5234,0.8175,0.7438,0.013,55.2413,0.121,409.905,4659.25,2399.15,189.39,515.24,858.43,164.92,774.59,553.43,1527.69,609.58,532.28,462.64,1197.81,345.14,7.33,148.32,1361.64,5863.98,8350.83,1538.59,553.43,46.06,32.69,21.7,0.279,0.6992,-769
Dallas,48113,361018,194653,166365,53449,139212,34390,121940,81,10664,7100.7,6997,1901,5096,192,69,192,0,0,0.5392,0.1481,325213,114009,0.1101,0.2211,74.0,0.5521,0.6739,0.1424,0.1122,15464.9,14714.67,1885789851.0,0.1461,234.6482,1293.2754,28103.16,0.1847,570.1329,0.2771,0.5492,3240.9136,0.0348,47.8104,1359.111,20557.36,0.0279,34.3776,0.0021,2.2306,0.11,532.967,4008.414,8435.76,0.0358,38.3713,3605.3141,0.8932,18836.2965,0.2358,1400.41,0.8337,0.7597,0.0081,25.7176,0.1252,323.2163,4105.54,1721.28,224.23,715.82,865.56,101.51,927.56,666.02,1479.02,597.41,524.44,338.37,1000.15,333.5,3.54,123.99,1412.46,5685.54,7105.95,1682.89,666.02,50.26,51.01,19.9,0.2717,0.6659,-1016
Bexar,48029,335488,193802,141686,55355,130598,31927,111231,62,7679,5312.1,5177,1451,3726,148,43,148,0,0,0.5777,0.165,301645,104347,0.1122,0.2516,73.0,0.5434,0.5837,0.0757,0.2918,13340.57,13333.2,1483884687.0,0.1332,208.548,1074.0171,23888.21,0.1788,517.3917,0.2649,0.3942,1829.6968,0.0301,40.5822,1156.4852,18915.1,0.0284,35.7185,0.0032,3.668,0.0936,308.6729,2418.022,5548.44,0.0419,46.1112,4897.3488,0.8672,17008.6307,0.2291,1332.2006,0.7924,0.7203,0.0212,73.1091,0.1181,307.8998,3180.84,1003.27,282.15,569.0,792.44,131.74,519.22,816.49,1315.53,547.89,531.63,341.18,997.8,272.45,9.67,112.42,1619.67,5334.7,5399.02,1493.18,816.49,39.64,40.68,25.2,0.2803,0.6918,434
Tarrant,48439,318003,175699,142303,38752,123464,29372,105015,71,8956,6068.8,7395,2076,5319,144,65,144,0,0,0.5525,0.1219,279833,98174,0.1364,0.2576,73.0,0.545,0.7676,0.0895,0.0836,15140.47,14555.75,1589976299.0,0.153,249.7548,1255.2302,25560.09,0.1876,657.3537,0.3044,0.4915,2632.1478,0.0309,42.0416,1221.8635,21516.68,0.0317,38.8421,0.0016,1.6379,0.1044,423.6252,3533.4952,7479.99,0.0359,38.7183,3304.8517,0.9074,18647.1933,0.2471,1508.6226,0.8486,0.7743,0.0086,34.795,0.1333,303.3757,3910.62,1568.25,305.5,665.08,960.03,69.54,780.59,611.38,1458.34,653.19,576.48,372.73,819.23,302.1,5.01,127.98,1657.68,5670.06,6867.64,1694.65,611.38,59.9,49.15,16.7,0.2807,0.6776,-2090
Travis,48453,157653,75127,82526,15951,63010,14479,65240,28,3203,2558.8,4985,1215,3770,73,34,73,0,0,0.4765,0.1012,140609,46937,0.1212,0.3424,73.0,0.5357,0.7576,0.0558,0.1115,13269.48,12993.0,865700846.0,0.1286,197.9307,1005.9166,23975.01,0.1683,499.1416,0.261,0.4669,2481.5451,0.0253,33.5071,958.9516,19545.63,0.0249,30.1655,0.0016,1.7167,0.0957,359.0129,2518.2097,6690.55,0.0359,38.1974,3802.008,0.9058,16369.5279,0.2133,1250.5058,0.8429,0.7571,0.0346,151.5175,0.1118,243.1484,3082.87,1413.0,366.09,494.03,767.67,79.23,640.34,686.46,1310.91,598.28,487.19,328.58,646.99,167.16,23.44,102.85,1816.19,5253.64,5730.25,1340.93,686.46,79.11,40.61,12.6,0.2437,0.7989,-2278
Collin,48085,155600,66375,89224,12166,66389,15532,69501,22,2640,1933.2,4420,1763,2657,124,56,124,0,0,0.4266,0.0782,124598,47040,0.2488,0.4113,74.0,0.5581,0.7995,0.045,0.0437,14260.56,14293.12,991122969.0,0.143,225.5939,1085.2506,21878.09,0.1747,528.496,0.2739,0.5709,3438.7994,0.0252,34.5894,1007.079,21742.16,0.035,44.1432,0.0015,1.6259,0.1043,403.7496,3072.1428,7002.28,0.0325,35.165,3434.7707,0.9314,19827.0672,0.2575,1509.1006,0.8892,0.8098,0.0103,34.0858,0.1176,258.3416,3129.31,1723.46,318.03,546.83,1051.37,73.23,730.34,627.71,1536.16,674.92,581.17,404.53,636.43,158.72,4.41,101.63,1730.52,5623.56,6106.07,1671.43,627.71,66.58,29.12,15.0,0.3989,0.7323,-1568
El Paso,48141,151040,110431,40609,42903,58645,15757,28847,22,2585,1896.5,965,196,769,31,8,31,0,0,0.7311,0.2841,133333,49370,0.1328,0.1879,73.0,0.5242,0.3916,0.0509,0.5173,11620.84,11301.41,335226344.0,0.1272,205.3593,1092.3493,27027.76,0.1905,547.5786,0.2629,0.4,1798.1766,0.0282,38.7215,1245.2248,20673.22,0.0194,21.874,0.0018,2.0453,0.0969,454.5013,4104.3089,7113.95,0.0326,34.0417,3082.0883,0.7788,14509.0997,0.2134,1374.909,0.6883,0.6265,0.019,66.9394,0.1128,274.3786,3438.55,998.01,172.47,583.35,555.46,81.09,689.03,509.53,1086.14,394.1,446.18,300.01,600.29,309.98,8.27,106.16,1217.98,4347.9,5419.27,1219.9,509.53,16.45,32.34,60.8,0.2031,0.7337,1555
Denton,48121,131857,58775,73083,9786,53270,11495,56198,18,1957,1334.7,3586,1068,2518,109,41,109,0,0,0.4457,0.0742,103783,36573,0.2705,0.4565,73.0,0.557,0.8226,0.0461,0.0509,14009.73,13985.53,787318848.0,0.1411,221.7161,1053.5962,22771.1,0.1739,564.0592,0.2875,0.543,2912.1321,0.0243,33.1506,935.9408,20159.8,0.031,38.1152,0.0015,1.6549,0.1005,393.6617,3067.6181,7064.44,0.0354,38.2398,3673.9208,0.9262,18445.87,0.2567,1578.5437,0.8837,0.7924,0.0109,57.4576,0.1218,280.3125,3214.0,1699.68,286.97,490.38,900.36,64.79,709.99,671.36,1412.8,688.76,581.89,369.61,663.35,146.3,8.53,113.58,1731.34,5477.51,6149.29,1455.53,671.36,67.32,25.06,14.9,0.2978,0.682,-1297
Fort Bend,48157,131593,71911,59681,14976,50312,10357,43584,15,1512,1145.2,2936,1064,1872,92,32,92,0,0,0.5465,0.1138,100642,32328,0.3075,0.5563,73.0,0.5455,0.5714,0.132,0.0882,14968.51,14350.09,652387568.0,0.1296,213.9088,1095.0808,28775.17,0.1881,543.7316,0.2714,0.6261,4327.4137,0.0207,27.7395,739.308,20112.33,0.022,26.0417,0.0025,2.9139,0.0826,382.2504,3275.6516,8652.18,0.0274,30.2405,2697.0218,0.9071,17820.9205,0.259,1579.1116,0.8582,0.7716,0.0129,42.0797,0.1069,361.5547,3728.94,2440.55,200.16,417.16,690.44,163.51,714.46,500.49,1422.87,583.97,514.41,362.18,1223.96,273.87,5.79,129.08,1410.45,5654.12,7356.57,1271.11,500.49,58.36,22.76,17.1,0.3624,0.7574,-774
Hidalgo,48215,122965,93236,29729,46128,49207,12082,21317,22,2772,2169.7,378,132,246,16,4,16,0,0,0.7582,0.3751,107815,39734,0.1405,0.2384,73.0,0.5155,0.3485,0.0054,0.6216,13396.96,13313.13,285583060.0,0.1488,246.1416,1286.8133,27349.11,0.1998,623.2584,0.2956,0.5505,3330.5343,0.0299,40.3903,1296.4301,20840.92,0.0233,27.0676,0.0032,3.2369,0.0845,498.8038,4682.3193,9142.74,0.0377,41.1878,4029.6477,0.7957,16242.8578,0.2165,1378.3365,0.7174,0.6289,0.024,80.3115,0.1357,1048.3652,4068.3,1634.22,104.04,623.75,662.04,126.23,772.87,641.57,1245.32,435.38,368.73,218.57,611.5,465.29,10.76,270.37,801.28,4029.03,6977.6,1412.02,641.57,7.68,44.09,130.2,0.3492,0.7827,1736
Montgomery,48339,118481,61525,56956,9116,46726,10302,45457,12,1673,1008.0,2236,791,1445,89,32,89,0,0,0.5193,0.0769,93062,32886,0.2731,0.4208,73.0,0.5417,0.8661,0.028,0.0601,15617.12,15011.66,709907628.0,0.1448,233.5174,1144.6642,26674.31,0.168,560.6617,0.2814,0.611,3774.4682,0.02,26.8825,640.6274,18463.47,0.0303,39.0039,0.0011,1.2319,0.081,324.7465,2657.9625,7454.19,0.0337,36.474,3234.6173,0.9166,18061.1347,0.264,1535.2311,0.8668,0.7808,0.0178,64.6545,0.1281,320.0607,3863.51,2431.77,343.89,368.4,998.95,50.83,603.46,606.31,1457.67,693.62,647.49,436.6,1104.68,131.05,9.16,131.23,1614.11,5873.17,7595.07,1418.18,606.31,47.85,21.57,20.9,0.3538,0.6025,-228
Williamson,48491,102835,48042,54794,6604,44071,9887,44018,15,1805,1450.4,3251,1083,2168,60,38,60,0,0,0.4672,0.0642,83237,30948,0.2354,0.424,74.0,0.5567,0.8272,0.0356,0.0761,13316.95,13364.27,586185576.0,0.1286,195.6018,923.0996,22423.2,0.1556,533.0774,0.2805,0.6136,5422.5544,0.0235,30.2603,781.0896,17830.14,0.0281,35.0766,0.0014,1.5448,0.0985,346.1084,2495.2519,6413.33,0.0336,36.0534,3465.6959,0.9243,15870.8029,0.2539,1534.8494,0.8143,0.7796,0.0225,79.9219,0.1184,255.6,2882.75,1994.54,370.75,419.24,852.9,64.56,631.6,622.67,1213.03,610.75,464.51,311.87,825.28,147.7,11.12,108.35,1625.44,5082.85,6114.84,1336.7,622.67,73.77,32.91,13.6,0.3331,0.8035,-1357
Cameron,48061,72246,52540,19707,25021,29008,7140,14915,14,1673,1336.4,328,34,294,7,1,7,0,0,0.7272,0.3463,65459,23953,0.1037,0.211,73.0,0.5198,0.3956,0.005,0.5767,13730.16,13938.34,204785273.0,0.1582,262.8897,1479.9195,24422.76,0.2029,603.3523,0.2925,0.4998,2303.3188,0.0434,60.0067,1631.7801,19134.2,0.0221,24.5391,0.0109,13.0741,0.1081,596.2454,4949.648,8304.41,0.039,42.1723,3693.1277,0.8102,17300.9722,0.2162,1339.8592,0.76,0.6568,0.085,334.4955,0.1262,407.0399,3862.78,1149.55,97.63,831.31,572.01,456.25,897.53,585.87,1305.57,499.01,431.45,256.98,615.65,490.35,44.0,136.54,991.3,4542.48,6235.86,1859.57,585.87,11.31,46.07,88.4,0.1037,0.7988,918
Galveston,48167,69055,38321,30734,6983,25938,6055,23544,12,1478,987.1,1385,362,1023,30,11,30,0,0,0.5549,0.1011,57969,19717,0.1912,0.3155,73.0,0.5329,0.7927,0.0773,0.0862,16293.53,14980.65,383614798.0,0.1542,255.0968,1350.4077,31425.08,0.1868,563.2433,0.2883,0.7096,7119.7333,0.0266,36.5274,1018.1363,20818.0,0.0321,40.3075,0.0031,3.3979,0.0834,360.3891,2815.7068,8043.87,0.036,38.736,2928.262,0.8925,19539.6704,0.2477,1510.4485,0.7604,0.7518,0.0174,75.4757,0.1305,321.9504,4846.43,2985.23,144.22,554.4,1069.21,137.68,671.01,558.35,1496.2,599.48,428.94,361.4,886.93,241.52,9.7,130.25,978.9,4833.08,8947.13,1761.29,558.35,53.4,38.06,18.7,0.2614,0.6679,-271
Nueces,48355,66715,42934,23781,11926,24788,5999,18398,14,1745,1182.7,899,162,737,12,6,12,0,0,0.6435,0.1788,61041,20746,0.093,0.1948,72.0,0.5207,0.614,0.0283,0.3179,14285.8,13625.07,262830169.0,0.1335,214.3168,1199.0434,27117.16,0.1866,598.2716,0.2806,0.3854,1893.4123,0.0319,43.1025,1167.029,19321.45,0.0376,49.1358,0.0067,7.1203,0.114,535.3299,3907.1638,8023.26,0.0427,47.2877,4463.2569,0.8874,16740.1892,0.228,1288.0748,0.8341,0.7515,0.0247,80.5522,0.1393,490.7599,3621.42,1373.63,275.84,616.46,1274.62,328.55,914.49,808.62,1246.34,574.4,431.61,366.26,552.89,309.46,11.06,176.18,1229.84,4752.49,6330.93,2219.63,808.62,36.27,47.71,27.6,0.1802,0.6778,166
Brazoria,48039,63263,36292,26971,6639,23432,5312,20373,13,1510,1044.6,1159,299,860,30,11,30,0,0,0.5737,0.1049,50818,17496,0.2449,0.3393,72.0,0.5439,0.7182,0.1057,0.1146,16293.62,15148.67,331949949.0,0.1496,244.7848,1326.8542,30826.7,0.1944,606.3417,0.2949,0.6362,4621.8034,0.0297,40.2984,1149.1189,21055.7,0.0253,31.5123,0.0026,2.7487,0.088,384.8721,3077.5045,8353.9,0.0336,36.3226,3076.9155,0.8795,18447.8476,0.2441,1529.328,0.7999,0.7456,0.0385,245.3247,0.1302,392.5784,4611.98,2575.52,170.09,626.31,812.05,139.66,735.22,585.68,1463.42,588.46,481.01,380.47,1202.89,310.23,25.94,170.76,1138.89,5427.84,8427.04,1578.02,585.68,49.46,44.58,20.2,0.258,0.6918,-152
Bell,48027,63231,32606,30624,8104,21742,4936,24793,16,1810,1283.8,613,124,489,10,4,10,0,0,0.5157,0.1282,53810,16521,0.1751,0.316,71.0,0.5192,0.6201,0.1887,0.1223,11683.92,11180.65,289679537.0,0.1222,197.2331,964.5868,26240.56,0.1893,510.023,0.2502,0.7483,9154.3178,0.0276,37.2686,985.1571,19380.69,0.0181,22.466,0.0016,1.7344,0.0842,350.5425,2246.4809,7310.93,0.0314,34.2839,3150.849,0.8378,12610.3739,0.214,1447.828,0.6111,0.6709,0.0217,74.1338,0.1144,272.9399,3205.85,2825.48,274.54,535.46,566.56,73.21,615.71,568.96,915.45,382.32,212.04,143.44,471.9,191.84,10.42,114.79,410.74,2779.7,6994.82,1175.23,568.96,28.19,59.05,35.5,0.2023,0.7093,321
Lubbock,48303,53583,27587,25996,7233,20513,5163,21356,15,1752,1149.9,1274,215,1059,49,7,49,0,0,0.5148,0.135,47656,17184,0.1244,0.1937,73.0,0.545,0.8196,0.0308,0.1181,14175.96,14108.62,302741890.0,0.1358,207.5763,1064.1506,24693.3,0.1756,537.3197,0.281,0.6868,4395.1114,0.0274,37.3197,993.1167,18371.39,0.0407,52.3975,0.001,1.0302,0.0988,434.9129,3688.9867,7386.56,0.0457,49.0729,5945.6359,0.9047,16549.6348,0.2667,1807.4078,0.7969,0.7544,0.0352,123.4782,0.0667,122.7758,3353.18,2554.58,232.11,503.24,1213.99,44.31,729.46,963.28,1199.02,534.34,320.78,200.45,629.02,246.63,16.82,47.99,1085.33,4180.88,6968.83,1761.54,963.28,62.11,56.06,16.1,0.1688,0.6563,-393
Smith,48423,52159,25291,26868,5647,21745,5611,23014,17,1985,1417.8,1191,309,882,20,8,20,0,0,0.4849,0.1083,46786,18071,0.1148,0.2033,74.0,0.5471,0.8656,0.0664,0.0415,14087.1,14409.56,324200464.0,0.1421,222.2126,1058.2689,22232.9,0.1782,754.4973,0.3516,0.8288,8348.3097,0.0305,42.9738,1360.8238,21066.96,0.0347,40.0191,0.0027,2.8678,0.1178,482.2282,3519.6837,6811.28,0.0392,41.8875,3647.3016,0.93,17099.2874,0.2832,1914.1827,0.8026,0.7972,0.0342,103.676,0.1608,338.4462,3159.02,3129.76,109.65,642.61,794.13,119.7,802.06,657.46,1196.62,589.97,403.22,199.72,624.39,155.84,13.13,146.56,1042.73,4281.87,7290.8,1556.44,657.46,54.77,65.2,18.3,0.2594,0.7143,-257
McLennan,48309,49794,26530,23264,7050,19221,4831,18231,18,2414,1517.9,1050,276,774,15,10,15,0,0,0.5328,0.1416,45276,15994,0.0998,0.2018,73.0,0.5454,0.7969,0.0842,0.0876,13269.71,13151.23,241920033.0,0.1404,215.4023,1058.1427,23079.56,0.1659,525.0946,0.2656,0.6969,5523.5039,0.0352,48.05,1447.699,20425.65,0.0265,31.7591,0.0013,1.3713,0.0815,329.768,2306.2915,7025.3,0.0395,41.3033,3784.8719,0.8902,14887.2251,0.243,1522.7909,0.8274,0.7652,0.1055,550.6555,0.1355,306.0172,3239.57,2131.47,230.74,718.16,793.78,72.16,572.24,683.08,1140.75,478.04,414.78,268.97,518.77,149.35,87.73,134.42,996.81,4000.05,6363.59,1584.1,683.08,54.63,78.97,18.3,0.2629,0.6288,-224
Comal,48091,46671,20634,26037,2472,18339,4101,21981,6,816,664.9,872,307,565,16,11,16,0,0,0.4421,0.053,35281,12518,0.3228,0.465,73.0,0.5287,0.8459,0.0238,0.0953,12207.35,12388.0,268329789.0,0.1147,170.6474,763.1136,21951.11,0.1576,503.3438,0.266,0.5037,2547.0634,0.0232,29.844,867.8859,18334.81,0.027,32.0732,0.0025,2.9116,0.0819,245.3483,1748.2371,5126.17,0.0355,38.2148,3919.2029,0.9223,16046.8132,0.2293,1396.4333,0.8609,0.7719,0.0138,78.5679,0.1114,239.616,2518.57,1426.37,357.05,424.57,734.06,101.92,419.78,659.25,1199.81,643.7,495.61,329.36,877.48,88.44,13.14,101.86,1573.49,4908.67,5135.99,1260.55,659.25,47.55,36.26,21.0,0.3521,0.8148,-84
Jefferson,48245,45986,27202,18784,7936,17006,4433,15246,14,1745,1057.7,564,100,464,15,5,15,0,0,0.5915,0.1726,43353,15336,0.0607,0.1089,73.0,0.5331,0.6846,0.2006,0.0765,15848.59,15342.66,241627595.0,0.1494,242.3587,1272.8585,26507.35,0.1918,613.9971,0.291,0.6411,4145.284,0.034,49.5212,1520.8579,23022.42,0.0282,34.0417,0.0038,4.1322,0.1049,529.3192,3663.1248,8341.69,0.0451,48.9309,4842.7128,0.881,17151.8431,0.2401,1469.2378,0.8264,0.7328,0.0451,287.0261,0.1518,453.2992,3960.63,2268.83,286.4,782.21,800.06,199.31,874.88,888.68,1236.56,496.13,534.66,412.68,1360.25,297.44,50.39,181.95,1024.67,5494.09,7491.38,1781.58,888.68,33.16,62.2,30.2,0.1773,0.6061,167
Hays,48209,42378,20502,21877,3067,16575,3400,17682,6,727,527.0,1108,358,750,20,11,20,0,0,0.4838,0.0724,31817,10449,0.3319,0.5863,73.0,0.541,0.8092,0.0176,0.1332,13070.62,12909.86,231114614.0,0.1169,173.0008,829.0352,23930.64,0.1525,476.3601,0.2555,0.4951,2584.6058,0.0197,25.8455,656.3172,17285.56,0.0312,39.1924,0.002,2.2622,0.0881,302.7938,2199.3553,6242.41,0.0346,36.0253,3824.3977,0.9188,16173.6794,0.2362,1363.0811,0.8617,0.7689,0.0265,147.5512,0.1137,254.6092,2797.46,1503.91,495.87,341.18,946.1,87.96,550.03,672.56,1268.25,654.43,478.17,335.73,704.06,174.45,30.69,110.81,1627.57,4994.5,5736.93,1375.24,672.56,66.85,31.79,15.0,0.3231,0.7249,-396
Webb,48479,38467,23907,14560,11964,15420,3812,10760,6,762,547.6,0,0,0,0,0,0,0,0,0.6215,0.311,33815,12760,0.1376,0.2085,73.0,0.5394,0.1666,0.0035,0.8133,13437.33,13564.21,144585724.0,0.1449,236.4312,1262.5465,25290.0,0.2064,631.6914,0.3022,0.5313,2746.0967,0.0284,36.6171,1110.5948,17430.62,0.0125,14.4981,0.0057,6.0409,0.1446,989.4052,8208.3643,10011.88,0.0309,33.829,2693.6803,0.7487,13377.974,0.196,1240.7063,0.6726,0.5996,0.0559,191.8216,0.1466,1486.9888,3664.23,1301.79,117.79,495.7,369.6,194.33,1447.81,436.81,1054.81,421.33,314.65,238.59,1586.06,580.61,27.19,393.09,629.7,5298.81,6478.84,1059.63,436.81,0.0,35.51,,,0.7186,663
Johnson,48251,37384,22018,15366,3771,14275,3333,11986,9,1135,737.7,690,210,480,13,8,13,0,0,0.589,0.1009,30934,11039,0.2085,0.2931,73.0,0.5415,0.889,0.0229,0.062,15090.87,14762.42,180879135.0,0.1709,274.5703,1361.1714,23244.45,0.1838,736.7762,0.3366,0.5724,3075.3379,0.0362,50.7258,1552.895,22584.25,0.0313,38.4615,0.0013,1.4183,0.1112,443.2671,4021.4417,7453.87,0.0415,44.1348,3561.4884,0.9037,18624.2283,0.2834,1772.9851,0.8412,0.7753,0.0168,80.6775,0.1437,304.7722,3971.69,1592.5,329.73,817.75,919.52,65.0,828.97,663.1,1456.0,653.64,612.94,355.87,711.09,209.41,9.66,151.09,1445.19,5419.72,6908.06,1802.27,663.1,48.34,51.68,20.7,0.3043,0.65,-77
Ellis,48139,37062,19345,17717,3352,13996,3221,13669,10,1279,825.3,836,178,658,12,5,12,0,0,0.522,0.0904,29405,10080,0.2604,0.3885,73.0,0.5439,0.8061,0.0849,0.0832,14460.24,14258.66,197657056.0,0.1496,235.4964,1197.0151,23308.96,0.1774,628.8682,0.3122,0.5963,3443.9242,0.033,49.016,1389.3482,21530.61,0.0303,37.3839,0.0015,1.6095,0.1031,429.8778,3315.3852,7396.77,0.0384,41.9197,3898.8953,0.9058,19281.074,0.2484,1506.694,0.8537,0.7606,0.0176,57.2829,0.1411,330.8947,3487.22,1970.84,229.52,710.39,909.37,71.71,762.46,703.65,1466.61,575.0,513.63,280.14,747.99,209.19,7.42,155.35,1161.75,4940.0,6627.12,1691.47,703.65,59.73,58.97,16.7,0.2129,0.6453,-235
Guadalupe,48187,33193,15284,17909,3022,12879,2969,15126,8,976,663.2,436,74,362,10,3,10,0,0,0.4605,0.091,27824,9794,0.193,0.315,73.0,0.5315,0.7101,0.0833,0.1665,13001.21,13254.29,196656250.0,0.1204,183.9878,804.7071,21155.0,0.1739,527.8329,0.2768,0.5288,3211.3579,0.0254,33.1218,1098.8364,20349.51,0.0318,38.5429,0.003,3.4378,0.0904,278.7915,2017.1889,5216.92,0.0347,37.4851,3559.1035,0.8924,16647.3622,0.2398,1538.2123,0.8109,0.7354,0.0198,80.2592,0.1208,273.8331,2546.82,1322.49,307.41,516.61,885.39,124.48,471.82,598.68,1251.71,578.49,454.41,283.86,1807.71,189.1,12.92,115.25,1343.93,5626.36,5059.56,1526.48,598.68,33.85,51.49,29.5,0.1697,0.6795,117
Grayson,48181,33179,15290,17889,3364,12858,2923,15105,11,1354,787.7,633,101,532,13,4,13,0,0,0.4608,0.1014,29354,10525,0.1303,0.2217,73.0,0.5476,0.9111,0.0286,0.0251,15276.88,15636.96,230757317.0,0.1682,277.3916,1441.1122,22517.79,0.1928,675.0745,0.3272,0.6066,2948.4939,0.0389,57.5306,1641.5094,20514.03,0.0302,35.4849,0.005,5.1639,0.1099,485.005,3537.0407,7071.55,0.0448,50.2483,5108.2423,0.9124,20138.9606,0.2559,1732.5389,0.8564,0.767,0.0287,76.7958,0.146,341.2115,3786.51,1784.65,228.97,798.56,774.65,149.91,777.14,858.75,1537.26,666.71,570.69,377.76,895.49,139.83,12.27,153.6,1481.49,5652.1,6760.27,1723.12,858.75,49.23,61.26,20.3,0.1596,0.5818,-81
Parker,48367,33096,14750,18346,2277,12985,2809,15267,9,986,703.6,548,89,459,11,4,11,0,0,0.4457,0.0688,27075,9540,0.2224,0.3611,73.0,0.5361,0.936,0.0069,0.031,13963.36,13570.45,213178557.0,0.1478,235.0167,1128.5125,24165.73,0.1825,653.5665,0.3181,0.5837,2503.8973,0.0295,44.9335,1326.5868,25255.97,0.0253,29.9338,0.001,1.048,0.0941,367.9832,2681.4698,6956.83,0.0364,38.3179,3708.7837,0.9274,16794.5241,0.2544,1754.6342,0.8718,0.7901,0.0552,284.4698,0.1241,270.4526,3570.96,1580.97,279.47,744.43,699.3,50.03,654.35,670.15,1301.16,724.59,603.92,364.32,657.82,127.23,34.41,134.89,1505.67,5121.65,6418.11,1493.76,670.15,42.2,54.19,23.7,0.1624,0.7136,10
Brazos,48041,29894,14855,15038,2870,12307,3162,11603,7,752,534.5,881,196,685,14,7,14,0,0,0.4969,0.096,24777,9355,0.2065,0.3156,73.0,0.538,0.8005,0.0593,0.0999,12793.1,12813.58,148438393.0,0.1413,213.7378,1003.4474,23141.27,0.1688,511.4195,0.2654,0.734,5877.5317,0.0292,39.3002,1067.9997,18685.11,0.0318,37.3179,0.001,1.2066,0.0907,353.6154,2883.1337,6749.09,0.0344,36.1975,2977.1611,0.9098,15890.6317,0.2461,1572.6967,0.7426,0.7712,0.0302,98.7676,0.1253,312.2468,3270.85,2106.68,172.71,545.91,853.22,81.11,611.91,527.82,1170.77,513.2,294.13,270.75,623.39,224.74,14.32,130.86,1132.89,4118.16,6419.04,1480.24,527.82,71.59,43.43,14.0,0.2225,0.7108,-352
Gregg,48183,28601,14910,13691,4150,10692,2778,11588,12,1438,917.5,612,151,461,11,6,11,0,0,0.5213,0.1451,24756,8982,0.1553,0.1904,73.0,0.553,0.8456,0.0918,0.0358,15478.42,15452.23,179363961.0,0.161,250.863,1220.4867,23404.79,0.1715,770.3659,0.3618,0.7178,5582.8443,0.036,49.7929,1486.1063,20704.65,0.0299,35.0362,0.0031,3.3656,0.1291,588.7125,3975.0604,7878.2,0.0422,46.8588,4631.6017,0.9115,16127.632,0.2835,1845.271,0.8303,0.7692,0.0449,127.5457,0.164,362.4439,3768.84,2489.02,101.34,745.07,908.7,161.23,1017.07,825.98,1177.44,521.29,432.19,239.24,1259.5,172.61,15.52,153.51,1156.36,5297.32,7206.61,1815.0,825.98,57.24,85.81,17.5,0.2467,0.638,-153
Taylor,48441,28129,11805,16324,3976,10894,2918,13824,12,1183,784.6,489,126,363,11,3,11,0,0,0.4197,0.1413,25119,9526,0.1198,0.1436,73.0,0.5404,0.839,0.0347,0.0939,14685.27,14594.44,203009175.0,0.1745,276.9097,1430.4832,21654.31,0.1711,686.2703,0.3427,0.7504,5908.4201,0.0383,54.1088,1635.923,21954.54,0.0428,55.1215,0.0039,4.0509,0.1138,505.787,4123.9149,7600.49,0.0424,44.0538,3815.3212,0.9136,17402.3438,0.2786,1689.5978,0.7737,0.7762,0.0588,358.1453,0.1336,262.2251,3778.23,2303.49,315.71,841.72,1324.09,148.64,864.84,712.63,1282.94,511.03,351.68,212.63,502.97,205.03,44.63,118.19,861.73,4121.42,7231.68,2314.45,712.63,44.89,72.02,22.3,0.2577,0.6632,-21
