county,fips,enroll,ma,om,dual,a75,a85,ffs_benes,nh_fac,nh_bed,nh_res,sl_bed,mc_bed,alf_bed,alf_fac,mc_fac,sl_fac,pch_bed,pch_fac,ma_pct,dual_pct,enroll_p,a75_p,g5_enroll,g5_a75,avg_age,feml_pct,wht_pct,blk_pct,hsp_pct,pc,pc_std,tot_amt,ip_pct,ip_stays,ip_days,ip_per_user,readmit,er,er_pct,op_pct,op_visits,snf_pct,snf_stays,snf_days,snf_per_user,irf_pct,irf_stays,ltch_pct,ltch_stays,hh_pct,hh_eps,hh_visits,hh_per_user,hospc_pct,hospc_stays,hospc_days,em_pct,em_events,dme_pct,dme_events,tests_pct,imgng_pct,fqhc_pct,fqhc_visits,amblnc_pct,amblnc_events,pc_ip,pc_op,pc_asc,pc_snf,pc_irf,pc_ltch,pc_hh,pc_hospc,pc_em,pc_prcdrs,pc_tests,pc_imgng,pc_dme,pc_op_dlys,pc_fqhc_rhc,pc_amblnc,pc_trtmnts,home_pc,acute_pc,inst_pc,eol_pc,sl_per1k,nh_per1k,per_bed,mc_share,nh_occ,bed_gap
Vernon,29217,4708,2357,2351,879,1784,429,2146,3,276,156.3,121,0,121,4,0,4,0,0,0.5006,0.1867,4768,1687,-0.0126,0.0575,72.0,0.528,,,,11345.51,11445.66,24347455.0,0.1463,213.8863,1054.986,18939.89,0.1525,666.822,0.3117,0.7782,7401.2116,0.0429,61.0438,1602.0503,20880.86,0.0051,6.0578,,,0.0573,131.8733,1031.6869,3833.91,0.0308,33.0848,2479.4967,0.8304,8858.8071,0.2675,1952.9357,0.6305,0.7158,0.596,3117.8938,0.1253,247.4371,2771.26,3593.28,124.03,895.17,132.37,,219.74,411.97,603.0,372.47,212.58,127.39,513.23,206.16,327.77,198.83,383.05,2386.76,7266.03,1027.54,411.97,67.83,87.61,14.7,0.0,0.5663,-27
Ste. Genevieve,29186,4704,2708,1997,505,1706,405,1869,2,210,153.1,171,18,153,4,1,4,0,0,0.5757,0.1074,4311,1437,0.0912,0.1872,73.0,0.5313,,,,12684.62,13690.07,23707561.0,0.1546,234.3499,1183.5206,20821.24,0.1484,613.6972,0.3109,0.8406,7891.3858,0.0519,73.8363,1551.0968,23889.51,0.0123,13.9112,0.0,0.0,0.0749,182.4505,1648.4751,4102.96,0.0433,46.0139,3757.0894,0.8539,9912.7876,0.2408,1556.9823,0.6613,0.7935,0.7063,4651.1503,0.1343,307.6512,3219.55,2706.35,147.87,1239.85,314.66,0.0,307.34,614.66,708.73,464.0,240.33,189.44,583.1,,760.35,169.6,605.26,3394.55,6707.37,1554.51,614.66,100.23,89.74,10.0,0.1053,0.729,-81
Perry,29157,4664,1500,3164,594,1824,485,2995,2,289,170.4,95,0,95,2,0,2,0,0,0.3216,0.1274,4363,1599,0.069,0.1407,73.0,0.5359,,,,14570.66,14472.68,43639123.0,0.1666,263.1052,1271.7863,24657.39,0.1613,653.4224,0.3145,0.8771,10658.4307,0.0528,71.7863,1471.4524,26321.35,0.0057,5.6761,,,0.0351,69.783,538.8982,3473.25,0.0347,38.0634,2932.8881,0.8311,8623.7062,0.2912,2066.1102,0.6104,0.6214,0.8077,4873.1219,0.0477,91.4858,4108.19,3772.85,127.04,1388.57,120.94,,121.77,480.62,595.94,417.17,283.04,100.41,493.24,144.27,876.01,144.88,1188.64,3659.05,8714.4,1509.51,480.62,52.08,93.42,19.2,0.0,0.5896,1
McDonald,29119,4646,2676,1970,908,1562,339,1652,1,96,58.3,0,0,0,0,0,0,0,0,0.576,0.1954,4336,1456,0.0715,0.0728,71.0,0.52,,,,11990.64,12480.35,19808534.0,0.1392,225.1816,1191.2833,24264.21,0.1598,618.6441,0.3105,0.7137,5828.6925,0.0381,56.2954,1258.4746,23397.16,0.0133,15.7385,,,0.0581,160.4116,1167.6755,4834.16,0.0381,39.3462,3594.431,0.7645,8737.8935,0.2536,1817.1913,0.6441,0.6556,0.4921,2588.3777,0.1199,248.7893,3378.19,2747.29,149.1,892.26,329.94,,280.92,587.85,625.83,373.01,258.53,146.97,553.59,275.26,328.17,143.75,636.58,2830.59,7066.6,1222.2,587.85,0.0,37.32,,,0.6073,83
Gasconade,29073,4414,2578,1836,513,1655,426,1702,3,328,192.8,133,0,133,4,0,4,0,0,0.5841,0.1162,3891,1457,0.1344,0.1359,73.0,0.547,,,,11186.17,11147.75,19038857.0,0.1439,222.6792,961.8096,21381.2,0.1798,582.2562,0.2885,0.7944,6267.9201,0.0505,63.4548,1176.2632,17199.06,0.0118,12.3384,0.0,0.0,0.084,209.1657,1604.5828,4064.75,0.0341,34.6651,2717.3913,0.8749,9632.785,0.2609,1926.557,0.7303,0.7327,0.2932,1192.7145,0.1516,324.3243,3077.79,2919.77,134.34,869.05,309.33,0.0,341.52,459.31,664.84,420.08,251.78,140.79,488.6,,160.73,211.92,534.47,2582.73,6763.9,1178.38,459.31,80.36,116.5,12.4,0.0,0.5878,-45
Nodaway,29147,4370,866,3503,559,1846,535,3324,4,297,137.2,105,13,92,4,1,4,0,0,0.1982,0.1279,4038,1668,0.0822,0.1067,74.0,0.5358,,,,18229.01,16195.4,60593244.0,0.1591,244.5848,1179.0012,27856.04,0.1459,622.4428,0.324,0.8869,10275.5716,0.0442,61.3718,1456.9795,18767.72,0.0123,15.0421,,,0.0785,163.0566,1252.1059,3612.44,0.0427,45.4272,3452.4669,0.8544,9337.5451,0.302,2112.515,0.6868,0.7963,0.8249,4549.0373,0.1465,315.2828,4433.17,7082.2,214.69,829.98,402.02,,283.65,565.08,647.3,459.5,269.13,157.04,431.48,133.14,1255.59,191.04,600.33,3644.52,12513.74,1232.0,565.08,56.88,74.32,17.6,0.1238,0.462,-7
Pike,29163,4181,1710,2472,672,1596,424,2262,2,150,92.8,128,0,128,3,0,3,0,0,0.409,0.1607,3879,1441,0.0779,0.1076,73.0,0.5393,0.9549,0.0203,0.0053,11414.86,11365.26,25820412.0,0.153,243.5897,1205.5703,22193.73,0.1542,646.3307,0.3103,0.775,6824.0495,0.0318,41.5561,756.4103,15931.68,0.0181,22.1043,0.0,0.0,0.046,86.649,786.0301,3278.27,0.0279,28.2935,1984.527,0.8342,9469.0539,0.237,1902.7409,0.6751,0.737,0.7551,3875.7737,0.0557,102.122,3394.8,3001.96,149.83,507.11,512.46,0.0,150.72,325.44,681.93,416.16,232.86,160.15,383.39,188.63,489.6,166.38,519.91,2618.56,7317.76,1019.57,325.44,80.2,58.15,12.5,0.0,0.6187,-44
Dent,29065,4176,1819,2357,837,1524,377,2195,3,168,104.0,35,0,35,1,0,1,0,0,0.4356,0.2004,4073,1449,0.0253,0.0518,72.0,0.5385,,,,11521.35,11161.09,25289365.0,0.1531,227.7904,1112.9841,23128.21,0.1444,608.2005,0.3084,0.8014,7803.1891,0.0378,46.9248,730.7517,14790.3,0.0118,11.8451,,,0.0606,139.4077,1079.2711,3916.96,0.0264,27.3349,2384.5103,0.8118,8264.6925,0.2483,1904.328,0.6538,0.7062,0.631,2702.5057,0.0465,80.6378,3540.36,3503.73,67.65,559.27,235.23,,237.34,394.1,594.36,399.08,258.3,125.22,384.63,123.34,354.81,168.95,447.88,2402.54,7803.11,794.5,394.1,22.97,68.24,43.5,0.0,0.619,46
Macon,29121,4150,1312,2838,547,1714,455,2615,3,236,153.6,38,0,38,2,0,2,0,0,0.3161,0.1318,3912,1571,0.0608,0.091,73.0,0.5388,,,,12362.14,12633.65,32326985.0,0.1442,221.4149,1155.6405,20955.26,0.1495,602.2945,0.3013,0.8,6453.9197,0.0642,91.3958,2050.478,20165.04,0.0069,8.7954,,,0.047,114.7228,834.7992,4012.76,0.0252,25.239,1344.1683,0.8769,9824.4742,0.2719,2200.7648,0.7109,0.6941,0.5537,2273.805,0.0428,62.7151,3021.08,2848.44,202.1,1295.5,225.15,,188.75,230.96,655.4,427.28,265.59,166.08,479.39,167.06,368.82,137.55,1570.94,3694.97,6803.51,1520.65,230.96,22.17,89.61,45.1,0.0,0.6508,53
Cedar,29039,4129,2400,1728,747,1655,406,1586,2,210,153.0,60,0,60,1,0,1,0,0,0.5813,0.1809,3969,1500,0.0403,0.1033,73.0,0.5189,,,,12134.07,12003.5,19244632.0,0.1324,178.4363,808.3228,21852.96,0.126,540.3531,0.2888,0.8222,9681.5889,0.0372,47.2888,1153.8462,21996.84,0.0132,13.2409,,,0.0542,138.7137,1037.831,4173.87,0.0422,46.0277,3576.2926,0.7938,7125.4729,0.2478,1603.4048,0.6135,0.698,0.7358,4070.6179,0.0303,50.4414,2893.52,3673.5,49.57,818.29,296.2,,226.33,590.01,503.41,372.11,233.25,130.46,362.07,,513.16,34.97,1163.35,3132.03,7023.67,1114.49,590.01,36.25,92.45,27.6,0.0,0.7286,28
Bates,29013,4128,2178,1950,637,1562,424,1724,3,241,146.0,12,0,12,1,0,1,0,0,0.5276,0.1543,3779,1435,0.0924,0.0885,73.0,0.5377,,,,16111.13,15959.85,27775587.0,0.1607,241.8794,1233.1787,26523.75,0.1602,921.1137,0.3765,0.8219,10466.3573,0.0429,54.5244,1719.2575,22604.27,0.0186,22.0418,,,0.0592,156.0325,1208.2367,4893.94,0.0568,62.065,6481.4385,0.8527,11838.7471,0.2616,2131.0905,0.6856,0.7361,0.6444,3448.9559,0.0545,84.6868,4261.65,3812.37,195.37,970.25,572.48,,289.55,1120.95,865.53,411.85,323.52,164.18,1426.12,143.82,579.67,98.87,620.47,4269.04,8923.93,1542.73,1120.95,7.68,93.47,130.2,0.0,0.6058,71
Cooper,29053,4113,1923,2190,601,1606,406,1926,4,231,197.7,71,0,71,3,0,3,0,0,0.4675,0.1461,3795,1384,0.0838,0.1604,73.0,0.5566,,,,10631.25,10724.54,20475780.0,0.1334,193.6656,1186.3967,21515.78,0.1412,457.4247,0.244,0.7991,7739.3562,0.0535,63.3437,1711.3188,15157.38,0.0099,10.3842,,,0.0384,80.4777,640.1869,3655.76,0.0369,37.9024,2425.2336,0.879,11639.1485,0.2866,1850.4673,0.6817,0.7394,0.1189,546.729,0.1277,218.5877,2871.0,2328.12,235.79,810.6,222.18,,140.46,415.02,770.63,426.77,257.81,161.69,343.56,,60.17,125.44,1016.65,2750.97,5987.12,1032.78,415.02,44.21,123.1,22.6,0.0,0.8558,14
Andrew,29003,3904,1060,2844,362,1604,412,2668,2,208,109.3,0,0,0,0,0,0,0,0,0.2715,0.0927,3805,1417,0.026,0.132,74.0,0.5465,,,,13080.0,12406.12,34897434.0,0.151,233.8831,979.3853,24638.09,0.1823,521.3643,0.2774,0.8617,9763.1184,0.0311,41.2294,1130.06,16634.98,0.024,28.8606,,,0.0671,125.937,1057.3463,3870.44,0.0352,37.4813,2901.7991,0.9115,12802.8486,0.256,1707.6462,0.7009,0.7879,0.2575,821.5892,0.1218,223.7631,3721.57,3730.55,341.14,517.51,874.5,,259.67,490.91,852.87,455.7,302.41,162.83,296.24,,148.3,106.09,539.71,2562.03,8355.05,1392.01,490.91,0.0,68.14,,,0.5255,85
New Madrid,29143,3858,1586,2272,1002,1380,293,2163,6,477,311.5,0,0,0,0,0,0,0,0,0.4111,0.2597,4173,1335,-0.0755,0.0337,72.0,0.5465,,,,13174.22,13068.54,28495847.0,0.178,283.865,1559.4082,23313.91,0.1851,645.3999,0.3111,0.7943,7767.9149,0.0578,81.3685,2723.0698,19018.24,0.012,13.8696,,,0.0758,176.6066,1128.9875,3714.4,0.0421,44.8451,2684.2349,0.8428,10558.0213,0.2774,2142.8571,0.7573,0.7485,0.7457,4581.5996,0.1757,417.938,4149.72,2917.04,96.64,1099.07,288.25,,281.63,445.1,719.21,408.3,293.33,155.87,679.92,186.29,472.81,308.72,342.31,2945.08,8066.71,1387.32,445.1,0.0,225.72,,,0.653,73
Livingston,29117,3580,1070,2510,561,1503,411,2367,4,289,165.2,201,0,201,5,0,5,0,0,0.2989,0.1567,3483,1428,0.0278,0.0525,74.0,0.5399,,,,13480.35,13555.17,31907990.0,0.1546,226.447,1119.9831,20361.17,0.1265,613.4347,0.3177,0.8572,8790.0296,0.0524,70.131,1591.466,33505.54,0.0089,8.872,,,0.0608,138.1496,1508.2383,4474.76,0.0321,32.5306,2004.6472,0.8631,9566.5399,0.2784,1904.5205,0.6692,0.7621,0.6531,2519.2226,0.1512,304.1825,3148.37,4168.71,153.55,1755.25,268.48,,272.23,335.74,641.62,377.37,210.53,140.18,435.16,,441.92,263.96,533.61,2675.25,8111.96,2023.73,335.74,133.73,109.91,7.5,0.0,0.5716,-121
Wayne,29223,3548,1847,1702,906,1227,296,1526,2,151,120.6,27,0,27,1,0,1,0,0,0.5206,0.2554,3152,1109,0.1256,0.1064,72.0,0.5164,,,,10694.14,10730.21,16319255.0,0.1356,216.9069,1247.7064,24615.32,0.1942,547.1822,0.272,0.618,3779.8165,0.0341,42.595,1611.4024,19205.77,0.0125,13.1062,,,0.0655,176.2779,1049.1481,4203.71,0.0341,35.3866,2062.9096,0.772,8443.6435,0.2621,1830.2752,0.7837,0.7038,0.7366,4103.5387,0.1415,326.3434,3339.04,2231.21,127.24,654.46,268.74,,275.47,338.57,587.03,364.75,345.1,163.85,391.94,,445.28,260.54,332.3,2540.97,6322.78,923.2,338.57,22.0,98.29,45.4,0.0,0.7987,38
Pemiscot,29155,3532,1779,1753,1193,1049,241,1651,2,184,127.2,0,0,0,0,0,0,0,0,0.5037,0.3378,3728,1102,-0.0526,-0.0481,70.0,0.5312,,,,13119.58,13313.34,21660419.0,0.152,256.2084,1403.3919,22826.01,0.243,705.0273,0.3119,0.7535,5247.123,0.0369,53.301,1605.6935,18035.52,0.0212,23.622,,,0.0569,139.3095,902.4833,3856.93,0.0412,43.6099,3299.8183,0.8371,11429.4367,0.2574,1747.4258,0.7396,0.7044,0.6753,4735.9176,0.1551,441.5506,3470.22,2986.1,178.91,666.36,475.55,,219.59,533.94,796.15,364.07,380.17,183.42,545.83,241.63,533.52,369.06,744.79,3403.47,7609.99,1141.91,533.94,0.0,121.26,,,0.6913,55
Ripley,29181,3437,1338,2099,917,1199,314,1891,1,120,46.5,66,0,66,2,0,2,0,0,0.3893,0.2668,3390,1154,0.0139,0.039,72.0,0.5288,,,,10907.93,10880.83,20626897.0,0.137,225.8065,1185.6161,23872.06,0.2171,603.3845,0.2946,0.642,5140.1375,0.028,42.3057,1412.4802,20733.5,0.0143,15.3358,,,0.082,297.1973,2563.7229,5315.95,0.028,28.5563,1344.2623,0.7726,8380.2221,0.2771,1894.7647,0.7885,0.6954,0.7097,3399.7885,0.1423,322.0518,3269.63,2813.69,120.33,581.11,378.62,,435.73,227.51,579.28,357.82,346.44,174.86,456.36,,396.75,250.3,292.18,2681.6,6811.77,959.73,227.51,55.05,38.78,18.2,0.0,0.3875,-3
Madison,29123,3374,1705,1669,687,1160,289,1578,2,189,127.6,95,0,95,2,0,2,0,0,0.5053,0.2036,3181,1046,0.0607,0.109,72.0,0.5222,,,,14088.03,14120.92,22230903.0,0.1622,245.8809,1413.1812,24091.28,0.1752,756.654,0.3384,0.7795,8135.6147,0.0418,51.9645,1143.853,31053.68,,,,,0.0754,175.5387,1304.1825,3985.26,0.0469,47.5285,4095.057,0.8194,11330.7985,0.2807,2257.9214,0.6793,0.73,0.621,2652.725,0.1407,335.2345,3908.34,3789.38,144.64,1298.82,,,300.54,656.14,765.43,427.57,252.55,179.78,1065.46,,354.26,272.83,343.66,3261.68,8542.76,1298.82,656.14,81.9,110.0,12.2,0.0,0.6751,-34
Montgomery,29139,3252,1672,1581,470,1182,287,1408,3,280,187.3,45,0,45,2,0,2,0,0,0.5141,0.1445,2897,1068,0.1225,0.1067,73.0,0.5355,,,,10428.9,10451.97,14683893.0,0.1428,216.6193,1050.4261,19801.98,0.1753,477.983,0.2727,0.7216,4783.3807,0.0376,51.1364,1068.1818,16646.13,0.0114,12.0739,0.0,0.0,0.0568,100.142,1181.8182,3313.45,0.0362,36.2216,3058.2386,0.8438,9962.358,0.2706,2187.5,0.7791,0.7131,0.4652,1875.0,0.1385,271.3068,2826.85,2137.39,207.09,626.59,320.49,0.0,188.26,492.69,682.56,472.05,296.48,159.74,454.37,,223.97,197.91,822.78,2828.16,5841.29,947.08,492.69,38.07,158.46,26.3,0.0,0.6689,18
Linn,29115,3241,983,2257,513,1306,358,2131,2,180,120.4,24,0,24,2,0,2,0,0,0.3033,0.1583,3114,1211,0.0408,0.0784,73.0,0.5537,,,,12534.8,12597.02,26711650.0,0.1417,212.107,998.1229,19413.14,0.1524,599.2492,0.2985,0.8048,7319.5683,0.0535,71.7973,1735.8048,24840.97,,,,,0.0408,77.8977,651.8067,3521.22,0.0272,28.6251,2475.8329,0.8362,8582.825,0.2731,2097.6068,0.7198,0.7236,0.6725,2749.8827,0.1333,284.3735,2751.18,3465.43,186.82,1328.89,,,143.76,403.65,570.48,381.77,221.94,161.5,550.46,163.12,393.63,263.58,1195.23,3237.0,7211.9,1328.89,403.65,18.38,92.19,54.4,0.0,0.6689,45
Moniteau,29135,3116,1647,1469,348,1259,312,1340,2,126,89.6,58,0,58,3,0,3,0,0,0.5286,0.1117,3018,1091,0.0325,0.154,74.0,0.5366,,,,11819.31,11888.9,15837879.0,0.1433,219.403,1150.7463,22073.46,0.1773,550.7463,0.306,0.7664,7211.9403,0.0388,49.2537,1632.0896,16349.87,0.0119,12.6866,,,0.0784,214.1791,1705.9701,4443.82,0.0403,40.2985,2035.0746,0.8806,11223.8806,0.2761,2202.9851,0.6694,0.7381,0.2127,617.1642,0.1328,237.3134,3162.76,3038.78,272.56,634.47,245.32,,348.21,346.58,727.87,447.26,243.69,235.08,375.08,,70.79,142.87,1227.81,3228.53,7064.23,879.79,346.58,46.07,71.17,21.7,0.0,0.7111,9
Ozark,29153,3031,1687,1344,480,1128,267,1232,1,99,46.9,0,0,0,0,0,0,0,0,0.5566,0.1584,2967,1050,0.0216,0.0743,72.0,0.4878,,,,9547.04,9890.4,11761952.0,0.1485,214.2857,1004.8701,17222.55,0.1888,543.8312,0.2792,0.7029,4605.5195,0.0317,44.6429,831.9805,12225.44,0.0122,13.7987,,,0.0657,183.4416,1136.3636,4645.65,0.0406,43.0195,2918.0195,0.8247,9300.3247,0.2532,1906.6558,0.7606,0.7005,0.4367,2142.0455,0.1047,206.9805,2558.22,2303.6,68.63,387.01,314.12,,305.44,477.31,630.37,404.25,220.37,132.33,557.98,,204.29,228.87,487.72,2538.5,5563.57,701.13,477.31,0.0,41.58,,,0.4737,60
Iron,29093,2998,1386,1612,686,985,228,1483,3,205,150.9,176,0,176,5,0,5,0,0,0.4623,0.2288,2965,959,0.0111,0.0271,71.0,0.5051,,,,12399.55,12644.59,18388527.0,0.1632,229.9393,1277.8152,20399.33,0.1785,774.7808,0.3621,0.7653,5774.7808,0.0445,50.5732,990.5597,32636.26,0.0074,8.0917,,,0.0755,169.9258,1296.0216,3923.74,0.0378,41.8071,3113.2839,0.791,9561.0249,0.294,2201.6183,0.6669,0.7363,0.6979,3536.0755,0.1699,426.1632,3328.82,2781.71,103.14,1452.46,192.53,,296.33,502.86,679.43,409.23,476.76,172.64,423.8,,479.92,382.14,385.04,2913.92,7005.04,1644.99,502.86,178.68,153.2,5.6,0.0,0.7361,-124
Barton,29011,2983,1419,1564,498,1109,279,1481,1,109,102.0,68,0,68,2,0,2,0,0,0.4757,0.1669,2828,1022,0.0548,0.0851,73.0,0.5172,,,,11209.71,11991.98,16601573.0,0.1485,215.395,979.0682,19358.06,0.1511,708.3052,0.341,0.7947,8988.5213,0.0385,51.3167,1297.7718,19309.47,,,,,0.0628,144.497,869.6826,3413.44,0.0371,37.8123,2340.3106,0.8751,9355.8406,0.3038,1818.366,0.6826,0.7238,0.4646,2298.447,0.1155,193.788,2875.61,3481.6,118.16,743.17,,,214.35,389.42,643.39,402.76,254.19,129.36,512.82,209.69,367.0,141.06,417.86,2538.97,7228.88,743.17,389.42,61.32,91.97,16.3,0.0,0.9358,-9
Hickory,29085,2972,1908,1063,483,1176,263,957,1,120,64.3,0,0,0,0,0,0,0,0,0.642,0.1625,2780,1082,0.0691,0.0869,72.0,0.4922,0.9687,0.0,0.0136,13145.13,13135.42,12579889.0,0.1369,207.9415,1082.5496,23752.35,0.2186,553.814,0.2675,0.7503,7535.0052,0.0376,47.0219,1456.6353,17585.45,,,0.0,0.0,0.0512,114.9425,822.3615,3497.01,0.0293,29.2581,1343.7827,0.8015,8450.3657,0.256,1586.2069,0.7137,0.7252,0.721,3540.2299,0.024,33.4378,3251.37,3087.3,45.78,661.52,,0.0,179.05,243.14,611.3,460.71,330.47,143.65,627.82,,468.49,31.99,2502.63,4863.41,6877.15,661.52,243.14,0.0,54.68,,,0.5358,62
Osage,29151,2963,1562,1401,234,1196,333,1276,1,64,58.3,52,0,52,2,0,2,0,0,0.5272,0.079,2791,1080,0.0616,0.1074,73.0,0.5368,,,,11393.93,11384.68,14538652.0,0.1513,221.7868,1060.3448,21635.2,0.1947,510.1881,0.2978,0.7187,5961.5987,0.04,50.9404,1257.0533,13822.23,0.0149,15.674,,,0.0995,299.373,2180.2508,4674.78,0.0337,34.4828,2822.1003,0.9122,11786.8339,0.3056,2163.0094,0.7672,0.7539,0.065,267.2414,0.1144,206.1129,3272.41,2508.95,218.79,552.46,337.9,,465.28,458.51,755.37,512.49,303.98,252.12,585.22,,30.59,141.47,772.09,3164.65,6654.11,890.36,458.51,43.48,48.75,23.0,0.0,0.9109,11
Mississippi,29133,2878,1171,1707,786,1062,245,1606,2,112,73.7,105,0,105,1,0,1,0,0,0.4069,0.2731,2959,1023,-0.0274,0.0381,72.0,0.5529,,,,10821.08,10744.44,17378651.0,0.1426,224.1594,1223.5367,21847.09,0.2078,521.7933,0.2671,0.7746,7006.2267,0.0417,58.5305,2228.5181,20521.86,0.0068,8.0946,,,0.0535,150.6849,960.7721,4449.56,0.0374,38.6052,1740.9714,0.8225,9221.6687,0.3032,2176.8369,0.8144,0.7503,0.7777,4334.3711,0.1208,267.746,3115.18,2601.54,80.71,856.14,162.81,,238.27,302.27,626.26,381.64,278.79,159.76,600.9,,450.37,168.3,417.97,2772.32,6347.37,1018.95,302.27,98.87,69.4,10.1,0.0,0.658,-49
Bollinger,29017,2866,1253,1613,555,1007,209,1514,1,98,69.0,168,0,168,6,0,6,0,0,0.4372,0.1936,2732,921,0.049,0.0934,72.0,0.5086,,,,11161.74,11217.04,16898868.0,0.1513,223.9102,1157.1995,21264.66,0.1361,551.5192,0.2939,0.7094,5206.7371,0.0456,58.7847,2011.889,19233.62,0.0092,9.247,,,0.0535,126.8164,912.1532,4150.63,0.0185,18.4941,1084.5443,0.8534,10922.0608,0.2748,2184.9406,0.7642,0.7213,0.6083,3096.4333,0.1103,225.2312,3216.39,3049.58,84.83,876.57,201.44,,222.06,183.76,710.31,401.75,302.91,144.82,459.9,,386.99,177.71,369.24,2596.23,6930.26,1078.01,183.76,166.83,68.52,6.0,0.0,0.7041,-115
Douglas,29067,2814,2007,807,519,1148,268,674,1,120,75.0,40,0,40,1,0,1,0,0,0.7132,0.1844,2919,1079,-0.036,0.0639,72.0,0.4896,,,,11387.54,11572.59,7675205.0,0.1528,278.9318,1497.0326,25365.15,0.236,523.7389,0.2552,0.6409,4222.5519,0.0564,83.0861,1922.8487,15740.4,,,,,0.043,127.5964,896.1424,4612.68,0.0445,48.9614,3087.5371,0.7997,9735.905,0.2567,2059.3472,0.7745,0.6677,0.5356,2569.7329,0.0312,65.2819,3876.28,2303.88,70.1,887.44,,,198.47,515.23,688.83,432.48,276.36,147.03,433.2,,284.05,43.72,551.54,2579.48,6726.46,887.44,515.23,34.84,65.33,28.7,0.0,0.625,21
St. Clair,29185,2741,1468,1273,459,1105,256,1156,2,180,102.1,24,0,24,1,0,1,0,0,0.5356,0.1675,2748,1056,-0.0025,0.0464,73.0,0.5268,,,,15529.79,15115.12,17952439.0,0.1583,253.4602,1362.4567,27269.03,0.2203,717.9931,0.3175,0.84,9512.1107,0.0502,62.2837,1168.6851,30853.29,0.0138,17.301,,,0.051,102.0761,762.9758,3337.37,0.0519,57.9585,4690.3114,0.808,9077.8547,0.2595,1992.2145,0.5926,0.7007,0.7664,3651.3841,0.0311,49.308,4316.81,4555.5,118.62,1548.0,432.76,,170.33,761.06,675.97,417.96,324.34,138.48,366.59,,562.57,82.98,898.68,3136.96,9491.87,1980.76,761.06,21.72,92.4,46.0,0.0,0.5672,34
Oregon,29149,2665,1345,1320,736,991,226,1219,1,120,72.3,39,0,39,1,0,1,0,0,0.5047,0.2762,2604,929,0.0234,0.0667,73.0,0.5193,,,,10371.91,10639.97,12643354.0,0.137,216.571,1034.4545,19886.17,0.214,529.1222,0.2551,0.7572,6768.6628,0.0435,54.9631,1466.776,15461.47,0.009,10.6645,,,0.0541,146.0213,953.2404,4356.23,0.0377,38.5562,2310.9106,0.7752,7629.2043,0.2231,1797.3749,0.6136,0.6481,0.6415,3439.7047,0.1263,262.5103,2724.36,2992.4,133.45,672.24,260.46,,235.86,382.41,518.7,368.35,225.48,109.93,478.25,,325.76,242.07,381.27,2275.25,6460.63,932.7,382.41,39.35,72.96,25.4,0.0,0.6025,13
Ralls,29173,2660,861,1799,253,1120,249,1639,1,60,59.4,16,0,16,1,0,1,0,0,0.3237,0.0951,2640,923,0.0076,0.2134,73.0,0.5156,,,,12114.65,11735.81,19855910.0,0.1342,211.1043,1013.4228,27044.43,0.1964,566.1989,0.2855,0.7865,6353.8743,0.022,31.7267,576.5711,13022.22,0.0189,20.7444,,,0.0525,109.2129,967.6632,3387.5,0.0195,20.1342,851.1287,0.8853,10853.5692,0.2642,2358.1452,0.8054,0.7901,0.7401,2832.2148,0.1001,198.9018,3630.13,3288.28,178.99,286.03,450.33,,177.75,149.74,734.9,475.76,290.24,203.05,575.26,154.23,289.11,174.28,790.57,3060.88,7901.67,736.36,149.74,14.29,53.04,70.0,0.0,0.99,43
Grundy,29079,2513,708,1806,422,1060,310,1744,2,184,135.3,40,0,40,2,0,2,0,0,0.2817,0.1679,2458,1086,0.0224,-0.0239,75.0,0.5487,,,,12934.28,12645.74,22557379.0,0.1267,178.3257,850.344,20522.15,0.1149,634.1743,0.3245,0.8796,9537.2706,0.051,64.2202,1566.5138,25635.29,0.008,8.0275,,,0.0614,119.8394,1340.5963,3927.56,0.0356,37.2706,2246.5596,0.8308,7627.867,0.2563,2037.844,0.6193,0.7489,0.6651,2424.3119,0.1525,308.4862,2600.57,4757.62,202.29,1308.22,210.28,,240.97,379.53,531.06,373.22,178.84,131.0,413.94,,370.79,261.59,683.57,2550.17,8195.29,1518.5,379.53,37.74,127.64,26.5,0.0,0.7353,16
Carroll,29033,2441,943,1498,362,1032,280,1404,2,183,119.3,12,0,12,1,0,1,0,0,0.3863,0.1483,2335,923,0.0454,0.1181,74.0,0.5278,,,,14652.39,14562.79,20571957.0,0.1624,240.0285,1167.3789,20962.88,0.1433,722.9345,0.3533,0.8454,10654.5584,0.0577,74.7863,1715.812,28598.35,0.0114,14.245,,,0.042,84.0456,756.4103,3679.69,0.0321,33.4758,3558.4046,0.8511,9017.094,0.2443,1820.5128,0.5577,0.7528,0.7657,3195.1567,0.1631,311.2536,3404.23,5030.14,178.47,1649.91,314.98,,154.63,564.5,619.89,431.32,191.52,135.83,438.45,,524.82,301.85,436.61,2501.75,9346.01,1964.89,564.5,11.63,115.6,86.0,0.0,0.6519,43
