county,fips,enroll,ma,om,dual,a75,a85,ffs_benes,nh_fac,nh_bed,nh_res,sl_bed,mc_bed,alf_bed,alf_fac,mc_fac,sl_fac,pch_bed,pch_fac,ma_pct,dual_pct,enroll_p,a75_p,g5_enroll,g5_a75,avg_age,feml_pct,wht_pct,blk_pct,hsp_pct,pc,pc_std,tot_amt,ip_pct,ip_stays,ip_days,ip_per_user,readmit,er,er_pct,op_pct,op_visits,snf_pct,snf_stays,snf_days,snf_per_user,irf_pct,irf_stays,ltch_pct,ltch_stays,hh_pct,hh_eps,hh_visits,hh_per_user,hospc_pct,hospc_stays,hospc_days,em_pct,em_events,dme_pct,dme_events,tests_pct,imgng_pct,fqhc_pct,fqhc_visits,amblnc_pct,amblnc_events,pc_ip,pc_op,pc_asc,pc_snf,pc_irf,pc_ltch,pc_hh,pc_hospc,pc_em,pc_prcdrs,pc_tests,pc_imgng,pc_dme,pc_op_dlys,pc_fqhc_rhc,pc_amblnc,pc_trtmnts,home_pc,acute_pc,inst_pc,eol_pc,sl_per1k,nh_per1k,per_bed,mc_share,nh_occ,bed_gap
Northampton,37131,5685,3349,2336,1311,2160,533,2212,2,149,140.3,176,72,104,4,2,4,0,0,0.5891,0.2306,5638,2005,0.0083,0.0773,73.0,0.5258,0.6162,0.3617,0.0054,13445.01,12899.51,29740366.0,0.1659,264.9186,1653.7071,28017.0,0.2068,718.8065,0.3065,0.6659,3783.4539,0.0448,58.3183,1585.443,16351.81,0.009,9.0416,,,0.08,217.9024,1404.1591,4309.92,0.0316,33.4539,1968.8065,0.8748,12764.4665,0.2532,1603.0741,0.8639,0.7306,0.5212,2377.9385,0.1618,668.1736,4648.39,2747.27,105.16,731.84,240.47,,344.87,343.65,909.22,460.27,350.43,210.95,443.45,322.73,289.48,278.86,725.46,3273.86,8562.68,972.31,343.65,81.48,64.95,12.3,0.4091,0.9416,-83
Caswell,37033,5599,3818,1781,1100,2113,480,1537,1,157,148.5,207,42,165,17,1,17,0,0,0.6819,0.1965,5987,1997,-0.0648,0.0581,71.0,0.5381,,,,11093.85,10601.99,17051247.0,0.1282,190.6311,1014.9642,24766.4,0.1504,589.46,0.296,0.6083,3339.6226,0.0319,39.0371,1314.2485,19832.39,0.0072,7.8074,,,0.0729,227.0657,1435.2635,5155.02,0.039,39.6877,3072.8692,0.8666,13327.2609,0.2511,1706.5712,0.8204,0.7215,0.2642,901.7567,0.1334,335.7189,3174.35,2311.56,120.41,632.26,263.15,,375.64,519.43,951.14,345.01,315.43,167.13,454.4,244.19,115.29,160.03,794.04,3173.07,6355.55,895.41,519.43,97.96,70.28,10.2,0.2029,0.9459,-116
Bertie,37015,5570,3138,2433,1635,1953,481,2259,2,142,113.4,117,60,57,11,1,11,0,0,0.5634,0.2935,5336,1724,0.0439,0.1328,72.0,0.5383,,,,12398.33,12120.66,28007829.0,0.1576,245.6839,1305.0022,23753.54,0.2218,909.2519,0.378,0.7441,5116.8659,0.0398,56.6622,1678.6189,19212.6,,,,,0.0633,212.4834,1468.3488,5508.5,0.0328,33.2005,2133.6875,0.8995,12152.2798,0.2497,1524.5684,0.83,0.7565,0.5281,1849.4909,0.1731,837.9814,3743.36,2825.66,113.7,765.44,,,348.7,362.19,830.94,416.0,292.89,203.37,385.42,300.68,315.59,291.1,809.46,3186.37,7690.5,765.44,362.19,59.91,58.06,16.7,0.5128,0.7986,-33
Avery,37011,5152,2610,2542,770,2155,455,2426,1,118,65.7,60,60,0,1,1,1,0,0,0.5066,0.1495,4708,1785,0.0943,0.2073,74.0,0.528,,,,11780.49,11286.47,28579469.0,0.1517,231.2448,1104.6991,23955.28,0.154,665.7049,0.324,0.7238,4727.1228,0.0495,58.9448,1728.7716,18095.09,,,,,0.0882,246.4963,1558.1204,4412.18,0.0466,52.3495,4892.0033,0.9044,11920.4452,0.2675,2050.2885,0.812,0.7391,0.143,530.5029,0.1459,350.371,3633.78,2509.66,84.66,895.06,,,389.2,829.38,874.82,461.18,296.05,161.43,396.86,,90.66,178.51,639.05,2848.07,6867.79,895.06,829.38,27.84,30.49,35.9,1.0,0.5568,33
Warren,37185,5133,3069,2065,1102,2050,459,1893,1,140,86.3,101,20,81,3,1,3,0,0,0.5979,0.2147,5410,1885,-0.0512,0.0875,73.0,0.5161,0.6054,0.3354,0.0074,10292.38,9794.46,19483468.0,0.1273,183.3069,1072.9002,22233.2,0.1724,628.6318,0.2979,0.71,4437.9292,0.0306,36.4501,982.0391,14627.52,0.01,10.5652,,,0.0655,175.9113,1212.3613,4719.83,0.0269,29.0544,1896.4606,0.8912,12565.2404,0.2583,1515.0555,0.8251,0.7396,0.3444,1332.8051,0.1337,404.6487,2830.53,2563.91,92.25,448.18,263.43,,309.17,324.35,887.3,414.72,278.26,176.61,494.27,159.21,160.11,195.3,547.01,2852.73,6255.92,711.61,324.35,49.27,42.1,20.3,0.198,0.6164,-12
Clay,37043,4735,2123,2611,558,1945,395,2460,1,90,77.5,60,60,0,1,1,1,0,0,0.4484,0.1178,3983,1434,0.1888,0.3563,73.0,0.5293,,,,9335.82,9549.22,22966122.0,0.1049,143.9024,708.9431,20217.05,0.1481,474.7967,0.2516,0.6972,4159.7561,0.0248,31.7073,821.5447,18819.85,,,,,0.0455,115.8537,987.3984,4477.8,0.0297,30.0813,2306.5041,0.9037,11910.9756,0.2561,1746.748,0.8313,0.7756,0.3341,995.122,0.1203,421.5447,2120.32,2255.16,161.93,466.67,,,203.87,386.94,862.0,471.54,345.62,194.55,459.54,,141.83,278.89,719.63,2927.04,5287.84,466.67,386.94,30.85,39.85,32.4,1.0,0.8611,24
Mitchell,37121,4673,2572,2101,828,1857,438,1936,1,127,106.6,80,48,32,1,1,1,0,0,0.5504,0.1772,4466,1657,0.0464,0.1207,73.0,0.5346,,,,10406.35,10783.42,20146687.0,0.1431,220.0413,970.0413,18090.7,0.1679,290.2893,0.1798,0.5573,2056.8182,0.0346,47.0041,1226.2397,17068.54,0.0083,9.2975,0.0,0.0,0.0723,198.8636,1233.9876,4260.83,0.0506,59.9174,6971.0744,0.8698,11092.4587,0.2593,1752.5826,0.8187,0.7231,0.5336,2239.6694,0.1276,264.4628,2588.39,1514.7,128.91,590.7,216.73,0.0,308.12,1147.94,800.49,373.17,277.01,170.06,402.91,,435.25,152.36,1007.01,3400.85,4757.53,807.43,1147.94,43.08,57.4,23.2,0.6,0.8394,0
Pamlico,37137,4478,1865,2613,476,1903,437,2473,1,96,68.3,70,12,58,1,1,1,0,0,0.4165,0.1063,4103,1528,0.0914,0.2454,74.0,0.4986,0.8742,0.0797,0.0097,10461.68,10119.38,25871734.0,0.129,182.774,966.0332,23828.59,0.1447,461.3829,0.239,0.4945,2606.1464,0.0222,27.9013,654.2661,12963.73,0.0081,8.4917,,,0.0671,176.7085,1145.9765,4223.83,0.0214,21.4315,1887.5859,0.9422,14486.4537,0.2131,1348.9689,0.8973,0.8067,0.0235,63.0813,0.1177,435.9078,3073.72,2510.63,111.36,288.32,186.13,,283.52,311.5,963.35,549.05,368.22,263.87,372.65,125.42,8.25,165.16,812.33,3072.19,6535.34,474.45,311.5,36.78,35.89,27.2,0.1714,0.7115,12
Chowan,37041,4431,1961,2470,813,1806,421,2304,1,130,57.3,126,10,116,3,1,3,0,0,0.4426,0.1835,4093,1505,0.0826,0.2,74.0,0.5425,0.7964,0.1719,0.0056,11654.02,11499.5,26850869.0,0.138,213.1076,1185.7639,27454.91,0.1723,853.7326,0.3563,0.7383,4999.1319,0.0352,46.0069,1378.9063,19070.77,,,,,0.0725,206.5972,1440.9722,4938.59,0.0217,22.5694,1284.2882,0.9436,14172.7431,0.2556,1612.8472,0.8828,0.8164,0.0282,87.2396,0.1354,358.5069,3789.35,2414.37,174.75,670.46,,,357.96,222.69,1010.44,474.95,324.71,181.92,401.9,148.0,13.49,152.35,1018.56,3308.98,7153.77,670.46,222.69,69.77,31.73,14.3,0.0794,0.4408,-48
Perquimans,37143,4410,1830,2580,615,1764,405,2439,1,78,66.3,74,0,74,2,0,2,0,0,0.415,0.1395,3969,1511,0.1111,0.1674,73.0,0.515,0.8717,0.0931,0.0053,12236.66,11885.58,29845217.0,0.1402,215.6622,1167.6917,27842.98,0.1766,747.8475,0.3239,0.7089,4556.3756,0.0381,54.1205,1714.2271,23716.82,,,,,0.0738,195.982,1318.5732,4579.19,0.0234,25.8303,1229.1923,0.9389,14612.5461,0.2714,1632.2263,0.8803,0.7901,0.0111,40.1804,0.1517,407.5441,3904.18,2116.79,132.1,904.33,,,337.95,213.01,1080.74,533.21,373.93,176.32,436.29,262.45,5.95,216.26,1296.86,3708.04,7164.99,904.33,213.01,41.95,37.59,23.8,0.0,0.85,2
Swain,37173,4105,1823,2282,768,1517,327,2119,2,220,152.7,50,0,50,1,0,1,0,0,0.4441,0.1871,3821,1280,0.0743,0.1852,72.0,0.5422,0.6664,0.0071,0.0094,14210.46,12103.69,30111972.0,0.1543,238.7919,1400.1888,23195.52,0.2051,591.7886,0.2676,0.824,9440.7739,0.0434,58.5182,1682.8693,24841.22,0.0057,5.663,,,0.0481,122.2275,1039.6413,4087.67,0.0354,35.3941,2739.4998,0.8971,12257.6687,0.3129,1990.0897,0.6059,0.6484,0.1274,445.0212,0.1685,493.1571,3579.49,4019.49,90.48,1078.52,130.83,,196.76,464.14,884.8,466.66,262.06,150.07,905.52,417.72,50.84,284.93,1019.23,3469.28,8858.77,1209.35,464.14,32.96,100.66,30.3,0.0,0.6941,16
Greene,37079,3995,2347,1648,852,1434,324,1544,1,115,105.3,58,40,18,4,1,4,0,0,0.5875,0.2133,3964,1246,0.0078,0.1509,72.0,0.5039,0.7319,0.2202,0.0266,12055.09,11626.33,18613061.0,0.1632,261.658,1434.5855,24262.97,0.2122,573.1865,0.2804,0.4508,2014.2487,0.0356,52.4611,1514.2487,18291.47,0.0149,16.1917,0.0,0.0,0.0725,213.0829,1430.6995,4873.55,0.0278,27.8497,2202.0725,0.908,14800.5181,0.2584,1666.4508,0.8718,0.7694,0.0687,204.6632,0.1684,796.6321,3960.02,1740.26,123.14,651.57,361.0,0.0,353.52,389.8,1082.35,417.11,482.26,281.83,364.26,306.6,28.45,267.18,1100.5,3693.17,6814.31,1012.57,389.8,40.45,73.43,24.7,0.6897,0.9157,4
Alleghany,37005,3803,2124,1679,590,1564,378,1584,1,90,77.6,40,0,40,1,0,1,0,0,0.5585,0.1551,3369,1257,0.1288,0.2442,74.0,0.5114,0.9539,0.0069,0.0158,11831.37,11260.7,18740887.0,0.1313,190.0253,1006.3131,25837.24,0.1767,714.6465,0.334,0.7923,6174.2424,0.0372,49.2424,1542.9293,20090.87,0.0082,8.2071,,,0.0884,273.9899,2074.4949,5074.0,0.0322,35.3535,3390.7828,0.9255,12948.2323,0.2992,2136.3636,0.7551,0.8049,0.3194,876.8939,0.0934,203.9141,3392.77,2799.0,114.75,748.33,223.95,,448.46,553.07,925.28,432.81,274.64,156.39,726.64,,99.23,124.17,572.47,3203.11,6863.5,972.28,553.07,25.58,49.62,39.1,0.0,0.8622,28
Washington,37187,3575,1939,1636,825,1364,320,1523,1,114,84.7,40,0,40,1,0,1,0,0,0.5424,0.2308,3441,1190,0.0389,0.1462,74.0,0.5121,,,,11609.62,11189.79,17681449.0,0.1333,193.6967,1108.9954,22980.02,0.1392,717.0059,0.3441,0.6507,3414.3139,0.0348,43.9921,1382.7971,31611.07,,,0.0,0.0,0.0473,147.0781,857.5181,4627.51,0.0269,28.2337,1994.0906,0.87,10116.218,0.2311,1417.5968,0.8293,0.7387,0.455,1559.4222,0.1169,321.7334,3063.0,2776.77,95.01,1100.06,,0.0,218.77,330.7,712.9,409.7,345.98,206.96,455.06,308.94,271.73,136.03,897.85,3109.25,6789.45,1100.06,330.7,29.33,62.1,34.1,0.0,0.743,19
Jones,37103,3004,1609,1395,594,1077,258,1325,1,80,66.6,18,0,18,3,0,3,0,0,0.5356,0.1977,2674,891,0.1234,0.2088,72.0,0.52,0.7585,0.2106,0.0121,12444.13,11948.23,16488467.0,0.1381,216.6038,1278.4906,28020.64,0.2045,581.1321,0.2883,0.5026,2460.3774,0.0317,43.7736,1086.7925,16333.07,0.0091,9.0566,0.0,0.0,0.0702,189.434,1253.5849,4211.77,0.034,35.4717,2621.8868,0.9336,15523.7736,0.2604,1662.6415,0.8868,0.7932,0.0355,107.1698,0.1358,286.7925,3870.02,2294.29,79.0,517.73,200.25,0.0,295.62,440.34,1097.22,468.46,461.84,282.05,605.55,,14.71,161.78,1413.06,4170.05,6873.55,717.98,440.34,16.71,61.84,59.8,0.0,0.8325,29
Gates,37073,2804,1209,1596,452,1056,265,1445,1,70,52.1,70,40,30,1,1,1,0,0,0.4312,0.1612,2556,899,0.097,0.1746,73.0,0.5121,,,,12187.5,12137.5,17610931.0,0.1522,230.4498,1204.1522,20375.35,0.1447,714.1869,0.3439,0.7225,4290.6574,0.0388,47.0588,1606.2284,21364.88,,,0.0,0.0,0.0803,198.6159,1573.7024,4557.39,0.0298,32.526,2357.0934,0.9218,14481.6609,0.2789,1743.9446,0.8747,0.7578,0.1682,631.1419,0.1536,761.2457,3102.13,2307.03,179.37,827.98,,0.0,365.85,397.86,1060.76,468.99,347.27,187.56,471.71,250.16,86.04,279.72,1595.44,4114.63,6587.4,827.98,397.86,66.29,49.34,15.1,0.5714,0.7443,-24
Graham,37075,2323,1286,1037,486,959,234,984,1,80,56.9,0,0,0,0,0,0,0,0,0.5536,0.2092,2266,826,0.0252,0.161,73.0,0.5427,,,,11135.51,10859.33,10957338.0,0.1392,196.1382,1047.7642,20786.84,0.125,544.7154,0.2713,0.6646,4911.5854,0.0427,52.8455,1870.935,25092.07,,,,,0.0589,148.374,1105.6911,4348.1,0.0264,26.4228,1471.5447,0.8303,9725.6098,0.2652,1640.2439,0.7388,0.6778,0.5061,1985.7724,0.1646,396.3415,2894.1,2063.72,95.81,1071.0,,,256.29,263.2,709.11,421.74,295.4,142.74,783.52,,296.44,451.98,788.32,3271.82,5927.35,1071.0,263.2,0.0,59.33,,,0.7112,41
Camden,37029,2305,784,1520,197,924,211,1390,0,0,0,24,0,24,1,0,1,0,0,0.3401,0.0855,1978,741,0.1653,0.247,73.0,0.5165,0.8496,0.1173,0.0079,11867.17,11576.81,16495366.0,0.1511,226.6187,1236.6906,23735.3,0.1438,687.0504,0.3353,0.7014,4304.3165,0.0388,51.7986,1388.4892,20302.31,,,,,0.0842,206.4748,1501.4388,4595.09,0.0252,25.8993,1600.7194,0.9417,15349.6403,0.2978,1834.5324,0.8712,0.7799,,,0.1381,364.0288,3585.91,1807.23,155.28,788.72,,,386.78,273.68,1135.87,517.62,347.25,200.1,775.9,,,190.96,1358.18,4204.08,6257.0,788.72,273.68,25.97,0.0,38.5,0.0,,16
Hyde,37095,1304,700,604,269,467,84,574,0,0,0,0,0,0,0,0,0,0,0,0.5368,0.2063,1188,354,0.0976,0.3192,73.0,0.5314,,,,13315.03,12462.91,7642826.0,0.1411,257.8397,1749.1289,41241.76,0.2619,757.8397,0.2491,0.5383,2506.9686,0.0366,54.007,1320.5575,17493.46,,,0.0,0.0,0.0488,106.2718,698.6063,3584.58,0.0296,31.3589,3172.4739,0.8902,11797.9094,0.2143,1520.9059,0.8763,0.7526,0.3937,1721.2544,0.1551,512.1951,5819.83,2192.46,110.07,640.0,,0.0,174.86,515.34,865.59,454.04,365.33,207.0,424.74,,227.64,343.01,594.81,2859.97,8919.41,640.0,515.34,0.0,0.0,,,,20
Tyrrell,37177,884,430,454,205,293,48,443,0,0,0,50,0,50,1,0,1,0,0,0.4864,0.2319,860,298,0.0279,-0.0168,73.0,0.5147,,,,12043.95,11719.11,5335470.0,0.1174,196.3883,1128.6682,31958.9,0.1948,724.605,0.3183,0.6637,4203.1603,0.0316,42.8894,1239.2777,18532.28,,,0.0,0.0,0.0429,83.5214,952.5959,3737.15,0.0339,33.86,2803.6117,0.8939,11160.2709,0.246,1390.5192,0.8713,0.763,0.5305,2665.9142,0.1332,365.6885,3751.38,2867.41,155.82,585.67,,0.0,160.28,481.94,789.86,446.16,424.98,175.86,427.16,,288.28,243.01,1036.2,3302.62,7463.78,585.67,481.94,170.65,0.0,5.9,0.0,,-37
